date,min,max,pm25,q1,q3,stdev,count
2020-05-08,0.95,6.38,2.33,1.76,2.68,0.731,345
2020-05-09,0.43,8.02,0.82,0.66,1.04,0.611,347
2020-05-10,0.35,7.23,2.46,1.56,4.13,1.779,245
2020-05-11,0.35,1.48,0.75,0.6,0.97,0.234,349
2020-05-12,0.4,3.54,0.75,0.62,0.89,0.273,480
2020-05-13,0.3,5.18,0.95,0.65,1.25,0.667,470
2020-05-14,0.55,2.76,0.94,0.79,1.31,0.355,454
2020-05-15,0.5,7.15,0.9,0.76,1.1,0.689,529
2020-05-16,0.5,2.4,0.77,0.68,0.86,0.287,333
2020-05-17,0.3,3.3,0.74,0.5,1.12,0.378,536
2020-05-18,0.3,2.75,0.65,0.45,1.1,0.415,453
2020-05-19,0.42,2.48,0.95,0.78,1.2,0.319,542
2020-05-20,0.55,2.98,0.99,0.81,1.18,0.328,545
2020-05-21,0.56,6.51,1,0.8,1.41,0.772,515
2020-05-22,0.62,3.82,1.68,1.32,2.08,0.558,544
2020-05-23,0.8,7.18,1.84,1.44,3.22,1.558,512
2020-05-24,1.25,5.62,2.83,2.12,3.59,1.04,533
2020-05-25,1.2,7.47,1.87,1.6,2.62,1.077,542
2020-05-26,1.02,4.47,1.65,1.5,2.08,0.556,500
2020-05-27,0.88,3.47,1.67,1.4,2.02,0.417,518
2020-05-28,0.43,2.45,1,0.7,1.3,0.428,536
2020-05-29,0.5,2.35,1,0.8,1.33,0.375,539
2020-05-30,0.3,4.84,0.7,0.6,0.9,0.629,559
2020-05-31,0.4,2.15,0.68,0.6,0.75,0.161,502
2020-06-01,0.47,2.37,1.1,0.9,1.3,0.318,494
2020-06-02,0.7,2.4,1.2,1.08,1.4,0.26,528
2020-06-03,0.8,4.07,1.5,1.25,1.8,0.702,458
2020-06-04,1.05,5.28,2.5,2,2.9,0.742,532
2020-06-05,1.73,6.4,3.3,2.8,3.8,0.721,459
2020-06-06,0.35,4.34,1.05,0.7,2.02,0.897,491
2020-06-07,0.68,29.17,1.2,0.98,1.45,2.193,537
2020-06-08,0.7,3.2,1.26,1.08,1.6,0.403,526
2020-06-09,0.75,3.47,1.33,1.17,2,0.565,494
2020-06-10,0.47,6.62,0.75,0.7,0.88,0.334,522
2020-06-11,0.5,4.09,0.85,0.73,1,0.273,557
2020-06-12,0.73,4.7,1.7,1.5,1.9,0.407,568
2020-06-13,0.7,8.57,1.4,1.2,1.6,0.59,542
2020-06-14,0.7,2.83,1.35,1.1,1.5,0.354,338
2020-06-15,0.9,3.97,1.42,1.3,1.71,0.42,561
2020-06-16,1.27,5.09,1.95,1.7,2.35,0.777,567
2020-06-17,1.48,5.28,3,2.47,3.45,0.725,547
2020-06-18,1.9,9.13,3,2.7,3.71,1.524,508
2020-06-19,1.33,5.5,3.1,2,3.5,0.926,482
2020-06-20,1.1,7.78,3.83,1.95,5,1.681,574
2020-06-21,0.88,5.43,1.55,1.4,1.75,0.342,576
2020-06-22,1,3.05,1.62,1.42,1.83,0.278,556
2020-06-23,1.3,27.02,2,1.8,2.4,1.235,565
2020-06-24,1.98,14.5,2.75,2.54,3.2,0.817,581
2020-06-25,1.42,4.95,3.19,2.4,3.95,0.876,562
2020-06-26,1.7,5,2.62,2.4,3.03,0.648,559
2020-06-27,2.12,6.25,3.17,2.75,4.25,1.059,514
2020-06-28,2.92,7.93,4.29,3.83,4.82,1.034,451
2020-06-29,0.85,43.35,2.12,1.6,4,3.082,475
2020-06-30,0.52,3,1.4,1.08,1.7,0.448,463
2020-07-01,0.7,2.33,1.1,0.95,1.23,0.229,455
2020-07-02,0.6,2.27,1.14,1,1.3,0.236,452
2020-07-03,0.45,2.08,0.85,0.7,1.1,0.289,465
2020-07-04,0.4,2.08,0.98,0.8,1.19,0.308,493
2020-07-05,0.8,5.25,1.6,1.33,1.85,0.727,468
2020-07-06,0.6,2.15,1.1,0.95,1.3,0.26,275
2020-07-07,0.3,1.6,0.6,0.52,0.7,0.17,442
2020-07-08,0.4,1.5,0.8,0.68,0.9,0.176,437
2020-07-09,0.35,2.75,0.7,0.5,0.95,0.293,470
2020-07-10,0.5,3.25,1,0.8,1.3,0.423,451
2020-07-11,0.6,2.08,1,0.82,1.27,0.291,335
2020-07-12,0.5,4.4,0.88,0.7,1,0.394,425
2020-07-13,0.4,3.3,0.9,0.73,1.4,0.588,425
2020-07-14,0.9,3.65,1.6,1.35,1.87,0.413,436
2020-07-15,0.9,4.4,1.52,1.27,2.54,0.763,354
2020-07-16,0.82,8.25,1.5,1.2,4.45,1.914,334
2020-07-17,0.6,2.67,1.4,1.2,1.6,0.296,491
2020-07-18,0.82,3.95,1.7,1.35,2.04,0.683,453
2020-07-19,1.1,5.05,3.72,1.67,4.32,1.319,171
2020-07-20,0.8,5.4,2.42,1.5,3.22,1.168,206
2020-07-21,0.3,1.55,0.7,0.5,0.9,0.253,259
2020-07-22,0.3,0.95,0.5,0.47,0.6,0.091,273
2020-07-23,0.2,1.6,0.4,0.37,0.5,0.114,300
2020-07-24,0.3,1.85,0.55,0.5,0.62,0.166,382
2020-07-25,0.32,4.62,0.5,0.47,1.6,1.266,80
2020-07-26,0.52,3.1,1.05,0.8,1.65,0.545,438
2020-07-27,1,6,2.12,1.7,2.65,0.773,279
2020-07-28,1.12,7.85,2.4,1.7,4.7,1.78,423
2020-07-29,0.5,6.5,1.2,0.95,2.1,0.723,333
2020-07-30,0.6,4,1.2,0.9,1.55,0.441,424
2020-07-31,0.77,8.25,1.92,1.23,3,1.094,426
2020-08-01,1.25,6.12,2.29,1.8,4.4,1.392,422
2020-08-02,0.8,4.82,2.5,1.69,3.6,1.047,421
2020-08-03,0.6,2.78,1.45,1,1.8,0.468,418
2020-08-04,0.3,1.6,0.65,0.5,0.93,0.284,475
2020-08-05,0.56,1.85,1.1,1,1.27,0.211,505
2020-08-06,0.9,3.37,1.6,1.33,1.91,0.52,388
2020-08-07,0.7,4.28,1.9,1.5,2.8,0.834,527
2020-08-08,1.14,5.3,1.8,1.5,2.9,0.954,475
2020-08-09,0.7,5.55,1.62,1.37,3.9,1.333,525
2020-08-10,0.6,1.95,1,0.9,1.14,0.215,537
2020-08-11,0.7,2.67,1.3,1,1.52,0.351,528
2020-08-12,0.85,51.53,1.36,1.2,1.6,2.199,530
2020-08-13,1.4,4.97,2.8,2.33,3.5,0.858,533
2020-08-14,2.02,9.38,3.9,3.05,4.65,1.5,479
2020-08-15,2.33,9.18,4.13,3.2,4.82,1,540
